Heart_Rate,Acceleration,SpO2,Temperature,Predicted_Sleep_Stage
101,0.93,92,36.7,Sleep Disturbance
71,0.15,96,36.1,Light Sleep
88,0.82,97,36.7,Awake
75,0.11,97,36.5,REM
101,1.43,94,37.0,Sleep Disturbance
81,0.1,95,36.3,Light Sleep
79,0.16,99,36.2,REM
95,1.14,94,36.8,Sleep Disturbance
88,0.17,97,36.0,Light Sleep
90,0.95,98,36.7,Awake
61,0.02,98,35.8,Deep Sleep
95,1.41,94,36.6,Sleep Disturbance
96,0.96,96,36.8,Awake
105,1.07,90,36.7,Sleep Disturbance
79,0.29,95,36.3,REM
76,0.17,97,36.3,REM
78,0.24,96,36.4,REM
105,1.4,94,36.8,Sleep Disturbance
75,0.19,97,36.4,REM
88,0.86,98,36.8,Awake
78,0.03,100,35.8,Deep Sleep
71,0.12,97,36.2,Light Sleep
87,0.18,97,36.3,REM
89,0.17,96,36.4,Light Sleep
68,0.02,97,35.9,Deep Sleep
89,0.14,99,36.3,Light Sleep
71,0.14,95,36.4,Light Sleep
106,0.83,97,36.6,Awake
86,0.97,95,36.7,Awake
98,0.69,94,36.8,Sleep Disturbance
106,0.84,96,36.4,Awake
79,0.16,99,36.1,Light Sleep
95,0.95,95,36.8,Sleep Disturbance
84,0.29,96,36.4,REM
109,0.95,96,36.8,Awake
97,0.74,94,36.5,Awake
78,0.24,96,36.3,REM
79,0.14,96,36.0,Light Sleep
108,0.93,98,36.6,Awake
94,0.65,94,36.8,Sleep Disturbance
105,0.71,90,36.5,Sleep Disturbance
63,0.01,98,36.0,Deep Sleep
90,0.12,97,36.2,REM
85,0.27,99,36.2,REM
88,0.1,99,36.3,REM
79,0.13,95,36.4,REM
87,0.13,99,36.3,REM
111,1.13,90,36.6,Sleep Disturbance
86,0.2,96,36.1,REM
62,0.02,100,36.0,Deep Sleep
96,0.79,95,36.8,Awake
75,0.14,98,36.3,REM
91,0.14,97,36.1,REM
60,0.02,99,36.0,Deep Sleep
72,0.08,99,36.3,Light Sleep
85,0.25,95,36.3,REM
87,0.22,97,36.2,REM
73,0.02,96,36.1,Deep Sleep
89,0.22,98,36.5,REM
78,0.1,99,36.3,REM
82,0.09,98,36.1,Light Sleep
72,0.04,99,35.8,Deep Sleep
74,0.13,95,36.0,Light Sleep
77,0.02,97,35.8,Deep Sleep
87,0.21,98,36.3,REM
107,0.33,98,36.4,Awake
83,0.1,99,36.4,REM
90,0.68,98,36.6,Awake
72,0.03,100,36.2,Deep Sleep
99,0.3,95,36.4,Awake
74,0.17,97,36.2,Light Sleep
61,0.0,99,36.2,Deep Sleep
69,0.02,97,35.9,Deep Sleep
77,0.19,96,36.3,REM
88,0.22,99,36.4,REM
89,0.17,98,36.4,Light Sleep
70,0.0,98,35.9,Deep Sleep
106,0.47,98,36.6,Awake
84,0.12,95,36.3,Light Sleep
102,1.46,91,36.7,Sleep Disturbance
113,1.2,94,36.9,Sleep Disturbance
110,0.69,98,36.7,Awake
86,0.15,98,36.2,Light Sleep
93,0.12,96,36.4,REM
102,1.44,92,37.0,Sleep Disturbance
75,0.07,97,36.2,Light Sleep
91,0.11,99,36.3,REM
74,0.05,100,36.1,Deep Sleep
69,0.01,100,35.8,Deep Sleep
90,0.14,98,36.1,Light Sleep
84,0.18,96,36.2,REM
86,0.13,98,36.2,Light Sleep
62,0.01,97,36.2,Deep Sleep
77,0.06,99,36.4,Light Sleep
87,0.14,99,36.4,Light Sleep
78,0.0,100,36.1,Deep Sleep
93,0.2,96,36.1,REM
108,0.79,94,36.8,Awake
111,0.63,95,37.0,Sleep Disturbance
70,0.04,98,36.2,Deep Sleep
94,0.66,90,36.8,Sleep Disturbance
100,0.91,97,36.5,Awake
104,0.6,94,36.5,Awake
69,0.0,99,36.1,Deep Sleep
114,0.53,93,36.6,Sleep Disturbance
73,0.06,98,36.0,Light Sleep
78,0.16,98,36.4,REM
82,0.17,95,36.1,REM
79,0.04,96,36.1,Deep Sleep
84,0.2,98,36.3,REM
89,0.18,98,36.4,REM
72,0.05,97,35.8,Deep Sleep
103,0.37,96,36.8,Awake
86,0.19,95,36.5,REM
89,0.08,98,36.2,Light Sleep
75,0.06,98,36.1,Light Sleep
107,0.34,95,36.7,Awake
119,0.59,90,36.8,Sleep Disturbance
115,0.79,93,36.6,Sleep Disturbance
79,0.2,95,36.1,REM
98,1.19,92,36.6,Sleep Disturbance
82,0.06,96,36.0,Light Sleep
97,1.3,93,36.7,Sleep Disturbance
85,0.07,97,36.1,Light Sleep
79,0.05,96,36.1,Deep Sleep
85,0.09,96,36.2,Light Sleep
98,1.22,91,36.9,Sleep Disturbance
101,0.9,92,36.9,Sleep Disturbance
91,0.41,97,36.4,Awake
76,0.12,99,36.4,REM
111,0.9,92,36.9,Sleep Disturbance
85,0.16,96,36.2,REM
94,1.44,94,36.8,Sleep Disturbance
81,0.15,97,36.4,Light Sleep
61,0.02,100,36.1,Deep Sleep
63,0.03,97,35.9,Deep Sleep
76,0.26,97,36.1,REM
64,0.01,100,35.9,Deep Sleep
80,0.06,99,36.1,Light Sleep
97,0.84,90,36.6,Sleep Disturbance
110,0.6,93,36.8,Sleep Disturbance
65,0.03,98,35.9,Deep Sleep
79,0.02,99,35.9,Deep Sleep
82,0.26,95,36.2,REM
108,0.58,98,36.4,Awake
90,0.75,93,36.6,Sleep Disturbance
82,0.19,95,36.3,Light Sleep
87,0.18,98,36.0,Light Sleep
89,0.14,96,36.4,Light Sleep
120,1.11,93,36.7,Sleep Disturbance
116,1.26,90,36.7,Sleep Disturbance
88,0.15,98,36.2,Light Sleep
80,0.01,96,36.1,Deep Sleep
84,0.09,99,36.0,Light Sleep
90,0.94,93,36.9,Sleep Disturbance
61,0.0,99,35.9,Deep Sleep
98,0.56,95,36.9,Sleep Disturbance
65,0.01,98,36.0,Deep Sleep
63,0.02,99,36.1,Deep Sleep
86,0.12,98,36.4,REM
92,0.12,98,36.4,REM
90,0.68,94,37.0,Sleep Disturbance
105,1.24,92,36.8,Sleep Disturbance
64,0.02,97,36.0,Deep Sleep
89,0.44,96,36.7,Awake
85,0.15,95,36.2,Light Sleep
112,0.85,93,36.6,Sleep Disturbance
71,0.1,99,36.1,Light Sleep
101,1.47,93,37.0,Sleep Disturbance
83,0.08,95,36.1,Light Sleep
60,0.03,99,35.9,Deep Sleep
80,0.01,98,36.0,Deep Sleep
70,0.01,100,36.0,Deep Sleep
106,1.31,94,36.6,Sleep Disturbance
87,0.65,94,36.5,Awake
85,0.06,99,36.1,Light Sleep
88,0.26,95,36.3,REM
63,0.03,100,36.1,Deep Sleep
85,0.29,96,36.1,REM
80,0.07,99,36.3,Light Sleep
75,0.03,99,35.9,Deep Sleep
85,0.25,97,36.4,REM
81,0.21,95,36.2,REM
82,0.15,96,36.5,REM
74,0.02,97,35.9,Deep Sleep
86,0.08,95,36.2,Light Sleep
109,0.39,98,36.8,Awake
87,0.68,98,36.4,Awake
85,0.1,98,36.1,Light Sleep
109,0.41,94,36.6,Awake
89,0.13,99,36.4,REM
61,0.04,98,36.0,Deep Sleep
120,0.7,90,36.8,Sleep Disturbance
74,0.01,100,36.0,Deep Sleep
88,0.37,97,36.4,Awake
109,0.39,94,36.5,Awake
75,0.25,96,36.2,REM
95,1.15,95,36.6,Sleep Disturbance
93,0.2,96,36.5,REM
93,0.5,94,36.6,Sleep Disturbance
88,0.44,94,36.7,Awake
76,0.12,98,36.3,REM
62,0.03,97,36.0,Deep Sleep
64,0.01,99,36.0,Deep Sleep
85,0.13,97,36.2,REM
93,0.23,98,36.4,REM
66,0.02,97,36.2,Deep Sleep
94,0.33,98,36.8,Awake
104,0.8,95,36.6,Awake
75,0.16,97,36.2,Light Sleep
80,0.01,97,36.1,Deep Sleep
90,0.21,98,36.3,REM
114,0.6,90,37.0,Sleep Disturbance
103,0.57,96,36.5,Awake
105,0.36,95,36.6,Awake
69,0.04,96,36.0,Deep Sleep
89,0.19,95,36.1,Light Sleep
62,0.03,96,36.1,Deep Sleep
119,0.74,90,36.7,Sleep Disturbance
78,0.01,97,36.2,Deep Sleep
72,0.04,98,35.9,Deep Sleep
101,0.8,93,36.9,Sleep Disturbance
79,0.03,98,36.2,Deep Sleep
98,0.49,97,36.6,Awake
74,0.04,96,36.2,Deep Sleep
79,0.2,95,36.2,REM
94,0.59,90,36.5,Sleep Disturbance
72,0.07,97,36.1,Light Sleep
93,0.59,98,36.8,Awake
117,0.6,91,36.7,Sleep Disturbance
103,0.39,97,36.8,Awake
116,1.41,94,36.6,Sleep Disturbance
75,0.14,97,36.3,Light Sleep
84,0.11,97,36.2,REM
105,0.37,94,36.6,Awake
111,1.49,92,36.5,Sleep Disturbance
101,0.87,95,36.7,Awake
117,1.04,91,36.6,Sleep Disturbance
73,0.12,98,36.2,Light Sleep
92,0.49,98,36.8,Awake
114,1.34,95,36.9,Sleep Disturbance
85,0.12,99,36.4,Light Sleep
84,0.12,98,36.3,Light Sleep
69,0.04,99,36.0,Deep Sleep
84,0.18,99,36.2,REM
85,0.06,97,36.2,Light Sleep
95,0.16,97,36.4,REM
61,0.02,96,36.1,Deep Sleep
103,0.73,94,36.6,Sleep Disturbance
89,0.77,96,36.6,Awake
71,0.06,99,36.3,Light Sleep
83,0.18,97,36.1,Light Sleep
88,0.19,95,36.3,Light Sleep
88,0.32,94,36.6,Awake
85,0.25,95,36.3,REM
104,1.26,94,36.9,Sleep Disturbance
117,1.1,95,37.0,Sleep Disturbance
95,0.58,97,36.6,Awake
110,0.51,95,36.7,Awake
96,0.78,94,36.8,Awake
104,0.84,93,36.7,Sleep Disturbance
112,1.13,91,36.9,Sleep Disturbance
77,0.12,99,36.2,REM
80,0.29,97,36.4,REM
71,0.19,97,36.0,Light Sleep
91,0.9,98,36.8,Awake
90,0.12,97,36.2,Light Sleep
87,0.16,98,36.2,REM
106,0.69,94,36.9,Sleep Disturbance
78,0.09,98,36.0,Light Sleep
94,0.49,98,36.8,Awake
79,0.18,95,36.3,REM
97,0.37,96,36.7,Awake
89,0.1,95,36.4,REM
92,0.15,97,36.5,REM
84,0.13,99,36.5,REM
84,0.07,98,36.1,Light Sleep
95,0.27,99,36.1,REM
69,0.01,97,35.8,Deep Sleep
70,0.09,98,36.1,Light Sleep
65,0.04,100,35.9,Deep Sleep
78,0.26,96,36.3,REM
94,1.4,91,36.8,Sleep Disturbance
97,1.41,95,36.8,Sleep Disturbance
119,1.18,91,36.8,Sleep Disturbance
90,0.29,98,36.3,REM
86,0.14,96,36.4,REM
95,0.54,93,36.6,Sleep Disturbance
65,0.02,100,35.9,Deep Sleep
93,0.29,97,36.4,REM
80,0.16,97,36.4,Light Sleep
95,0.22,95,36.5,REM
114,1.32,93,36.7,Sleep Disturbance
76,0.15,95,36.1,Light Sleep
89,0.51,97,36.8,Awake
90,0.14,96,36.1,REM
76,0.17,97,36.4,Light Sleep
85,0.45,95,36.7,Awake
97,0.54,96,36.6,Awake
74,0.16,95,36.0,Light Sleep
120,0.62,94,36.6,Sleep Disturbance
90,0.08,98,36.3,Light Sleep
68,0.05,100,35.9,Deep Sleep
92,0.29,98,36.1,REM
80,0.11,99,36.0,Light Sleep
120,0.94,91,36.8,Sleep Disturbance
99,0.65,92,36.7,Sleep Disturbance
87,0.07,96,36.3,Light Sleep
94,0.94,95,36.6,Awake
77,0.13,96,36.1,Light Sleep
85,0.57,96,36.6,Awake
76,0.15,96,36.3,REM
117,0.94,95,36.6,Sleep Disturbance
60,0.01,100,36.0,Deep Sleep
104,1.12,92,37.0,Sleep Disturbance
72,0.06,98,36.3,Light Sleep
104,0.92,95,36.6,Awake
70,0.03,96,35.9,Deep Sleep
87,0.13,99,36.3,REM
79,0.0,98,36.2,Deep Sleep
86,0.11,98,36.2,Light Sleep
87,0.06,98,36.0,Light Sleep
92,0.6,95,36.5,Sleep Disturbance
73,0.05,100,36.1,Deep Sleep
107,0.92,96,36.5,Awake
78,0.01,96,35.8,Deep Sleep
74,0.03,97,36.1,Deep Sleep
88,0.17,96,36.4,REM
104,0.53,91,36.7,Sleep Disturbance
90,0.16,95,36.4,Light Sleep
83,0.2,96,36.5,REM
67,0.0,98,36.0,Deep Sleep
86,0.06,95,36.2,Light Sleep
93,0.18,96,36.5,REM
103,0.4,95,36.7,Awake
70,0.0,97,36.0,Deep Sleep
76,0.07,99,36.2,Light Sleep
81,0.19,97,36.4,Light Sleep
94,0.16,97,36.3,REM
72,0.05,99,36.2,Light Sleep
91,0.26,95,36.1,REM
90,0.16,99,36.1,REM
95,0.22,96,36.3,REM
82,0.19,95,36.2,REM
78,0.08,98,36.3,Light Sleep
100,0.38,98,36.5,Awake
110,0.76,97,36.5,Awake
79,0.04,96,35.9,Deep Sleep
86,0.1,97,36.2,Light Sleep
71,0.04,98,35.9,Deep Sleep
83,0.08,96,36.3,Light Sleep
60,0.01,96,36.0,Deep Sleep
80,0.03,100,35.9,Deep Sleep
108,0.5,93,36.6,Sleep Disturbance
110,0.58,94,36.6,Awake
92,0.3,98,36.4,REM
84,0.11,99,36.2,REM
79,0.27,99,36.3,REM
100,0.89,98,36.8,Awake
72,0.03,100,35.9,Deep Sleep
68,0.03,99,36.1,Deep Sleep
90,0.36,96,36.5,Awake
119,0.95,95,36.7,Sleep Disturbance
76,0.19,95,36.2,Light Sleep
75,0.01,96,35.9,Deep Sleep
80,0.01,99,36.2,Deep Sleep
88,0.17,99,36.4,REM
89,0.67,96,36.6,Awake
104,0.38,94,36.5,Awake
74,0.01,100,35.9,Deep Sleep
84,0.09,97,36.2,Light Sleep
75,0.12,99,36.4,Light Sleep
71,0.01,99,35.9,Deep Sleep
70,0.09,99,36.3,Light Sleep
87,0.28,97,36.3,REM
96,1.27,93,36.6,Sleep Disturbance
60,0.04,96,36.1,Deep Sleep
77,0.02,98,36.1,Deep Sleep
71,0.01,99,36.2,Deep Sleep
82,0.12,99,36.1,Light Sleep
79,0.23,99,36.3,REM
95,0.76,95,36.8,Sleep Disturbance
105,1.25,95,36.5,Sleep Disturbance
92,0.15,96,36.4,REM
60,0.02,99,35.9,Deep Sleep
71,0.03,97,36.2,Deep Sleep
77,0.09,96,36.2,Light Sleep
101,0.86,97,36.8,Awake
111,1.29,93,36.7,Sleep Disturbance
88,0.28,95,36.2,REM
77,0.27,98,36.3,REM
102,0.99,91,36.9,Sleep Disturbance
75,0.03,97,35.9,Deep Sleep
90,0.1,96,36.2,Light Sleep
104,0.56,90,36.8,Sleep Disturbance
79,0.04,98,35.9,Deep Sleep
66,0.0,97,35.9,Deep Sleep
79,0.12,99,36.2,Light Sleep
76,0.12,99,36.0,Light Sleep
99,0.72,96,36.6,Awake
80,0.07,96,36.3,Light Sleep
60,0.0,100,36.1,Deep Sleep
65,0.03,100,36.1,Deep Sleep
106,0.91,98,36.8,Awake
65,0.05,97,36.1,Deep Sleep
92,0.12,96,36.5,REM
64,0.01,97,35.8,Deep Sleep
103,0.78,98,36.7,Awake
96,1.33,95,36.7,Sleep Disturbance
63,0.01,97,35.9,Deep Sleep
107,0.72,95,36.5,Awake
71,0.04,96,36.0,Deep Sleep
78,0.16,95,36.3,Light Sleep
100,0.74,94,36.7,Awake
87,0.11,98,36.1,Light Sleep
76,0.19,97,36.5,REM
104,0.86,97,36.7,Awake
65,0.02,96,35.8,Deep Sleep
76,0.05,96,35.9,Deep Sleep
85,0.07,98,36.4,Light Sleep
77,0.01,96,35.9,Deep Sleep
79,0.24,98,36.2,REM
98,0.99,90,36.7,Sleep Disturbance
84,0.24,98,36.4,REM
113,1.0,91,36.6,Sleep Disturbance
76,0.15,97,36.1,Light Sleep
87,0.11,95,36.3,Light Sleep
109,1.33,91,36.8,Sleep Disturbance
101,1.37,90,36.6,Sleep Disturbance
100,1.02,90,36.6,Sleep Disturbance
99,0.79,98,36.7,Awake
84,0.1,97,36.3,Light Sleep
95,0.19,95,36.1,REM
76,0.08,99,36.2,Light Sleep
77,0.13,99,36.0,Light Sleep
104,0.4,98,36.8,Awake
78,0.09,96,36.3,Light Sleep
107,1.07,90,36.5,Sleep Disturbance
92,0.12,96,36.3,REM
75,0.08,95,36.1,Light Sleep
95,0.42,98,36.4,Awake
79,0.09,97,36.2,Light Sleep
76,0.23,99,36.3,REM
64,0.04,99,35.9,Deep Sleep
104,0.95,96,36.6,Awake
106,0.61,95,36.6,Awake
114,0.83,90,36.9,Sleep Disturbance
116,0.89,90,36.7,Sleep Disturbance
90,0.11,96,36.5,REM
82,0.19,97,36.2,REM
96,0.97,98,36.7,Awake
61,0.02,97,36.0,Deep Sleep
107,0.33,96,36.6,Awake
94,0.29,98,36.1,REM
76,0.04,98,36.1,Deep Sleep
97,0.68,90,36.9,Sleep Disturbance
62,0.01,96,36.0,Deep Sleep
81,0.22,98,36.4,REM
86,0.83,96,36.5,Awake
73,0.14,95,36.2,Light Sleep
85,0.29,96,36.4,REM
90,0.2,95,36.5,REM
93,0.11,97,36.2,REM
79,0.1,95,36.3,Light Sleep
120,1.02,91,36.7,Sleep Disturbance
76,0.05,95,36.2,Light Sleep
76,0.06,96,36.0,Light Sleep
92,0.22,97,36.4,REM
81,0.13,96,36.2,REM
104,0.33,98,36.5,Awake
65,0.04,97,35.9,Deep Sleep
70,0.05,97,36.2,Deep Sleep
108,0.58,91,36.9,Sleep Disturbance
117,0.85,91,36.8,Sleep Disturbance
106,0.65,95,36.9,Sleep Disturbance
79,0.11,99,36.4,Light Sleep
77,0.13,98,36.4,REM
90,0.92,97,36.4,Awake
97,0.99,90,36.9,Sleep Disturbance
91,0.8,97,36.5,Awake
68,0.04,97,36.2,Deep Sleep
79,0.04,98,35.9,Deep Sleep
83,0.13,95,36.0,Light Sleep
72,0.0,96,35.8,Deep Sleep
78,0.15,95,36.4,REM
87,0.88,94,36.5,Awake
72,0.04,98,36.1,Deep Sleep
64,0.03,97,35.9,Deep Sleep
84,0.13,96,36.3,Light Sleep
79,0.17,96,36.1,Light Sleep
84,0.17,96,36.3,Light Sleep
120,1.03,94,36.9,Sleep Disturbance
88,0.92,97,36.8,Awake
105,0.46,95,36.4,Awake
90,0.75,91,36.5,Sleep Disturbance
90,0.85,94,36.5,Awake
102,0.63,93,36.6,Sleep Disturbance
60,0.03,100,36.1,Deep Sleep
117,0.83,92,36.6,Sleep Disturbance
70,0.2,95,36.1,Light Sleep
70,0.17,99,36.0,Light Sleep
98,0.97,94,36.5,Awake
101,1.42,95,36.6,Sleep Disturbance
85,0.09,96,36.3,Light Sleep
94,0.13,97,36.5,REM
66,0.03,100,35.9,Deep Sleep
76,0.14,96,36.3,Light Sleep
79,0.16,99,36.3,Light Sleep
92,0.17,95,36.4,REM
106,0.68,92,36.5,Sleep Disturbance
60,0.01,97,36.1,Deep Sleep
92,0.7,93,37.0,Sleep Disturbance
60,0.05,96,36.1,Deep Sleep
73,0.08,96,36.3,Light Sleep
74,0.03,97,36.0,Deep Sleep
92,0.12,97,36.3,REM
110,0.95,95,36.7,Awake
65,0.01,96,36.0,Deep Sleep
107,0.38,97,36.7,Awake
82,0.28,96,36.2,REM
66,0.05,96,36.0,Deep Sleep
104,0.73,95,36.7,Awake
112,1.37,91,36.8,Sleep Disturbance
102,0.87,98,36.7,Awake
102,1.08,94,36.7,Sleep Disturbance
97,0.68,91,36.6,Sleep Disturbance
67,0.04,99,36.1,Deep Sleep
90,0.39,98,36.6,Awake
97,0.53,98,36.5,Awake
113,0.7,90,36.6,Sleep Disturbance
68,0.0,98,36.0,Deep Sleep
74,0.01,99,36.0,Deep Sleep
109,0.79,95,36.7,Awake
104,0.57,92,36.6,Sleep Disturbance
80,0.24,99,36.4,REM
97,0.87,96,36.6,Awake
70,0.19,99,36.4,Light Sleep
92,0.68,95,36.6,Awake
89,0.16,97,36.3,Light Sleep
78,0.17,96,36.5,REM
90,0.06,97,36.3,Light Sleep
106,0.47,97,36.6,Awake
93,0.32,94,36.7,Awake
90,0.16,96,36.4,REM
81,0.15,95,36.2,Light Sleep
90,0.19,97,36.0,Light Sleep
89,0.13,96,36.1,Light Sleep
84,0.25,98,36.5,REM
76,0.05,100,35.9,Deep Sleep
86,0.98,94,36.7,Awake
75,0.04,98,36.1,Deep Sleep
78,0.02,99,36.1,Deep Sleep
87,0.17,96,36.2,Light Sleep
79,0.12,96,36.1,Light Sleep
86,0.1,99,36.1,Light Sleep
76,0.01,96,35.9,Deep Sleep
107,0.53,98,36.7,Awake
80,0.14,98,36.1,Light Sleep
104,0.93,97,36.8,Awake
98,0.86,96,36.8,Awake
68,0.01,96,35.8,Deep Sleep
79,0.03,96,35.9,Deep Sleep
86,0.12,99,36.2,Light Sleep
69,0.04,100,35.9,Deep Sleep
76,0.07,97,36.4,Light Sleep
89,0.72,97,36.8,Awake
62,0.05,99,36.1,Deep Sleep
111,0.5,92,36.9,Sleep Disturbance
77,0.17,95,36.2,REM
120,1.26,91,36.8,Sleep Disturbance
85,0.12,99,36.3,REM
85,0.11,99,36.2,Light Sleep
92,1.5,90,36.9,Sleep Disturbance
80,0.08,96,36.1,Light Sleep
70,0.04,98,36.0,Deep Sleep
95,0.15,97,36.2,REM
87,0.19,99,36.1,Light Sleep
77,0.09,95,36.0,Light Sleep
99,0.52,92,36.9,Sleep Disturbance
96,0.56,98,36.5,Awake
89,0.11,95,36.4,REM
65,0.0,98,36.0,Deep Sleep
65,0.02,100,35.9,Deep Sleep
89,0.16,97,36.2,REM
80,0.19,99,36.2,REM
85,0.11,98,36.0,Light Sleep
110,0.7,94,36.9,Sleep Disturbance
114,0.86,94,36.7,Sleep Disturbance
91,0.45,95,36.5,Awake
118,1.36,90,36.7,Sleep Disturbance
85,0.06,97,36.1,Light Sleep
62,0.01,98,36.1,Deep Sleep
84,0.27,96,36.3,REM
89,0.23,95,36.3,REM
80,0.13,99,36.1,Light Sleep
75,0.11,98,36.3,REM
84,0.15,97,36.2,REM
118,0.93,95,36.9,Sleep Disturbance
113,1.06,93,36.7,Sleep Disturbance
95,0.81,98,36.4,Awake
85,0.27,97,36.3,REM
84,0.18,99,36.2,REM
89,0.09,99,36.4,Light Sleep
95,1.43,90,36.7,Sleep Disturbance
78,0.08,98,36.0,Light Sleep
83,0.19,98,36.1,Light Sleep
79,0.05,97,36.2,Deep Sleep
113,1.46,94,36.9,Sleep Disturbance
86,0.2,96,36.1,Light Sleep
85,0.1,97,36.1,Light Sleep
66,0.01,100,36.0,Deep Sleep
90,0.14,95,36.2,REM
69,0.01,98,36.1,Deep Sleep
90,0.26,98,36.1,REM
104,0.79,91,36.6,Sleep Disturbance
80,0.1,98,36.1,Light Sleep
87,0.63,98,36.7,Awake
107,0.71,96,36.4,Awake
74,0.01,97,35.8,Deep Sleep
87,0.21,99,36.3,REM
67,0.03,99,36.1,Deep Sleep
90,0.21,97,36.2,REM
76,0.18,95,36.3,REM
67,0.03,96,36.0,Deep Sleep
117,1.15,94,36.9,Sleep Disturbance
80,0.0,98,36.2,Deep Sleep
80,0.05,97,36.0,Deep Sleep
115,1.49,93,36.9,Sleep Disturbance
106,0.78,91,37.0,Sleep Disturbance
88,0.18,95,36.5,REM
98,1.37,90,36.7,Sleep Disturbance
111,1.02,94,36.7,Sleep Disturbance
100,1.5,94,36.6,Sleep Disturbance
93,0.79,95,36.6,Awake
119,0.67,93,36.7,Sleep Disturbance
76,0.25,98,36.2,REM
96,0.98,97,36.4,Awake
91,0.51,95,36.4,Awake
79,0.1,99,36.1,Light Sleep
89,0.55,96,36.7,Awake
92,0.22,99,36.1,REM
110,0.43,95,36.7,Awake
60,0.03,96,35.8,Deep Sleep
105,0.79,91,36.8,Sleep Disturbance
70,0.03,98,36.1,Deep Sleep
82,0.17,96,36.2,REM
95,0.64,95,36.6,Sleep Disturbance
94,1.32,92,36.7,Sleep Disturbance
91,0.68,94,36.5,Awake
95,0.96,96,36.7,Awake
81,0.13,97,36.4,REM
80,0.17,97,36.4,Light Sleep
65,0.02,98,36.1,Deep Sleep
84,0.29,95,36.3,REM
66,0.03,98,36.1,Deep Sleep
68,0.01,98,35.9,Deep Sleep
107,0.74,97,36.7,Awake
72,0.08,97,36.2,Light Sleep
87,0.08,95,36.1,Light Sleep
97,0.57,95,36.5,Awake
85,0.2,99,36.1,REM
74,0.02,96,36.0,Deep Sleep
117,0.8,95,36.6,Sleep Disturbance
77,0.01,97,36.0,Deep Sleep
85,0.31,97,36.6,Awake
81,0.11,97,36.3,REM
78,0.16,97,36.2,Light Sleep
69,0.02,98,35.8,Deep Sleep
83,0.11,96,36.2,REM
106,1.01,94,36.8,Sleep Disturbance
73,0.1,98,36.2,Light Sleep
91,0.98,94,37.0,Sleep Disturbance
82,0.27,98,36.4,REM
91,0.18,99,36.2,REM
85,0.3,98,36.5,Awake
75,0.15,95,36.4,Light Sleep
93,0.14,97,36.1,REM
83,0.12,99,36.3,Light Sleep
100,0.95,98,36.7,Awake
64,0.0,96,36.2,Deep Sleep
75,0.15,96,36.0,Light Sleep
84,0.12,97,36.2,Light Sleep
72,0.2,96,36.1,Light Sleep
99,1.11,94,36.8,Sleep Disturbance
92,0.17,99,36.4,REM
87,0.63,97,36.7,Awake
67,0.05,100,35.9,Deep Sleep
72,0.04,97,35.9,Deep Sleep
113,0.66,95,37.0,Sleep Disturbance
110,0.97,98,36.5,Awake
83,0.13,98,36.4,REM
91,1.03,93,36.9,Sleep Disturbance
82,0.16,96,36.4,REM
78,0.13,97,36.4,REM
68,0.03,97,35.9,Deep Sleep
69,0.05,96,35.9,Deep Sleep
106,0.64,91,36.7,Sleep Disturbance
89,0.12,97,36.2,REM
118,1.04,91,36.7,Sleep Disturbance
72,0.14,97,36.3,Light Sleep
78,0.05,97,36.2,Deep Sleep
87,0.2,97,36.4,Light Sleep
78,0.0,99,36.2,Deep Sleep
76,0.03,100,36.0,Deep Sleep
100,0.72,93,36.8,Sleep Disturbance
90,0.25,99,36.3,REM
92,0.86,95,36.9,Sleep Disturbance
72,0.04,97,35.9,Deep Sleep
86,0.16,97,36.0,Light Sleep
74,0.14,97,36.2,Light Sleep
88,0.23,98,36.3,REM
72,0.1,99,36.1,Light Sleep
86,0.82,97,36.6,Awake
68,0.03,99,35.8,Deep Sleep
66,0.02,98,35.9,Deep Sleep
78,0.0,97,36.0,Deep Sleep
109,0.91,90,36.9,Sleep Disturbance
74,0.09,96,36.3,Light Sleep
101,0.61,94,36.5,Awake
82,0.11,98,36.4,REM
67,0.03,97,35.9,Deep Sleep
73,0.04,100,35.8,Deep Sleep
84,0.26,97,36.3,REM
79,0.01,99,35.9,Deep Sleep
84,0.07,95,36.3,Light Sleep
87,0.16,95,36.4,REM
93,0.83,91,36.7,Sleep Disturbance
83,0.13,99,36.3,REM
88,0.8,94,36.7,Awake
94,0.58,97,36.5,Awake
77,0.03,98,36.1,Deep Sleep
104,1.4,94,36.8,Sleep Disturbance
67,0.03,98,36.0,Deep Sleep
75,0.1,97,36.1,Light Sleep
89,0.14,97,36.3,Light Sleep
78,0.1,98,36.2,REM
80,0.02,99,35.9,Deep Sleep
95,0.19,98,36.3,REM
71,0.01,100,35.9,Deep Sleep
87,0.18,97,36.5,REM
86,0.28,98,36.4,REM
84,0.19,98,36.4,Light Sleep
84,0.17,97,36.1,Light Sleep
105,1.14,95,36.9,Sleep Disturbance
64,0.04,96,35.9,Deep Sleep
107,0.31,96,36.4,Awake
87,0.12,96,36.0,Light Sleep
69,0.0,99,36.1,Deep Sleep
85,0.06,97,36.3,Light Sleep
118,1.27,92,36.6,Sleep Disturbance
64,0.03,99,36.1,Deep Sleep
110,1.4,91,36.5,Sleep Disturbance
94,0.73,97,36.5,Awake
67,0.0,99,36.1,Deep Sleep
82,0.09,95,36.1,Light Sleep
93,1.06,90,36.9,Sleep Disturbance
82,0.29,95,36.4,REM
96,0.7,95,36.6,Sleep Disturbance
